Phylum/broader classification,Order,Family,Genera,Species,LTU,Cruise Number,Date,Site,Tow Type,Tow #,Net #,Sample #,n,Label,Start Depth,End Depth,Depth Filtered,Volume Filtered,Corrected Volume Filtered,"Volume Filtered/10,000m3","n/10,000 m3","n/10,000m2",Mass (g),Mass Correction Factor,Corrected Mass (g),"g/10,000 m3","g/10,000m2",ETP Endemic?,Preservative,Broad Classification,Micronekton?,Jar Size,Comments
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-24,CTA,Deep,D30,0,920,8,DG5C_M10_D30_0_920_Scopelogadus bispinosus,0,4197,4197,5995,5995,0.5995,13.34445371,56006.67223,4.20,1.94,8.15,13.58803687,57028.99076,Maybe,,Fish,Yes,,
Arthropoda,Decapoda,Caridea,Caridea,fam. gen. sp.,Caridea fam. gen. sp.,DG5C,2021-10-25,CTA,Deep,D31,1,922,2,DG5C_M10_D31_1_922_Caridea fam. gen. sp.,4150,3950.3,199.7,43701,43701,4.3701,0.457655431,91.39378962,57.76,1.39,80.31,18.37607497,3669.702172,,,Crustacea,Yes,,Lost by FedEx
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,tenuipes,Acanthephyra tenuipes,DG5C,2021-10-25,CTA,Deep,D31,1,922,3,DG5C_M10_D31_1_922_Acanthephyra tenuipes,4150,3950.3,199.7,43701,43701,4.3701,0.686483147,137.0906844,77.25,1.00,77.25,17.67694103,3530.085124,,ETOH,Crustacea,Yes,16,Lost by FedEx
Arthropoda,Decapoda,Pasiphaeidae,Parapasiphae,sulcatifrons,Parapasiphae sulcatifrons,DG5C,2021-10-25,CTA,Deep,D31,1,922,1,DG5C_M10_D31_1_922_Parapasiphae sulcatifrons,4150,3950.3,199.7,43701,43701,4.3701,0.228827716,45.69689481,4.04,1.25,5.05,1.155045275,230.6625414,,,Crustacea,Yes,,Lost by FedEx
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5C,2021-10-25,CTA,Deep,D31,1,924,1,DG5C_M10_D31_1_924_Cyclothone acclinidens,4150,3950.3,199.7,43701,43701,4.3701,0.228827716,45.69689481,0.10,2.18,0.22,0.04984179,9.953405451,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,sp.,Cyclothone sp.,DG5C,2021-10-25,CTA,Deep,D31,1,924,2,DG5C_M10_D31_1_924_Cyclothone sp.,4150,3950.3,199.7,43701,43701,4.3701,0.457655431,91.39378962,0.17,2.18,0.37,0.084731043,16.92078927,CD,,Fish,Yes,,damaged
Arthropoda,Euphausiacea,Bentheuphausiidae,Bentheuphausia,amblyops,Bentheuphausia amblyops,DG5C,2021-10-25,CTA,Deep,D31,1,925,1,DG5C_M10_D31_1_925_Bentheuphausia amblyops,4150,3950.3,199.7,43701,43701,4.3701,0.228827716,45.69689481,0.20,1.00,0.20,0.045765543,9.139378962,,ETOH,Euphausiid,YN,VIAL,
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,gracilis,Hymenodora gracilis,DG5C,2021-10-25,CTA,Deep,D31,1,926,1,DG5C_M10_D31_1_926_Hymenodora gracilis,4150,3950.3,199.7,43701,43701,4.3701,0.228827716,45.69689481,0.08,1.39,0.12,0.026406063,5.273290863,,,Crustacea,Yes,,
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-25,CTA,Deep,D31,1,927,2,DG5C_M10_D31_1_927_Gigantocypris sp.,4150,3950.3,199.7,43701,43701,4.3701,0.457655431,91.39378962,0.15,1.00,0.15,0.034324157,6.854534221,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Amphipoda,Lanceolidae,Lanceolidae,gen.sp.,Lanceolidae gen.sp.,DG5C,2021-10-25,CTA,Deep,D31,1,929,2,DG5C_M10_D31_1_929_Lanceolidae gen.sp.,4150,3950.3,199.7,43701,43701,4.3701,0.457655431,91.39378962,0.44,1.00,0.44,0.100455367,20.06093682,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Amphipoda,Hyperiidae,Lanceolidae,gen.sp.,Lanceolidae gen.sp.,DG5C,2021-10-25,CTA,Deep,D31,1,929,1,DG5C_M10_D31_1_929_Lanceolidae gen.sp.,4150,3950.3,199.7,43701,43701,4.3701,0.228827716,45.69689481,0.06,1.00,0.06,0.013958491,2.787510583,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Mysida,Mysidae,Boreomysis,sp.,Boreomysis sp.,DG5C,2021-10-25,CTA,Deep,D31,1,930,7,DG5C_M10_D31_1_930_Boreomysis sp.,4150,3950.3,199.7,43701,43701,4.3701,1.601794009,319.8782637,0.11,1.66,0.19,0.043218292,8.630692954,,,Crustacea,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5C,2021-10-25,CTA,Deep,D31,2,933,1,DG5C_M10_D31_2_933_Cyclothone acclinidens,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,0.166181417,158.1880908,0.03,2.18,0.07,0.010858972,10.33665555,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,sp.,Cyclothone sp.,DG5C,2021-10-25,CTA,Deep,D31,2,933,1,DG5C_M10_D31_2_933_Cyclothone sp.,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,0.166181417,158.1880908,0.17,2.18,0.37,0.061534175,58.57438147,CD,,Fish,Yes,,
Arthropoda,Euphausiacea,Bentheuphausiidae,Bentheuphausia,amblyops,Bentheuphausia amblyops,DG5C,2021-10-25,CTA,Deep,D31,2,934,1,DG5C_M10_D31_2_934_Bentheuphausia amblyops,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,0.166181417,158.1880908,0.25,1.00,0.25,0.041545354,39.54702269,,ETOH,Euphausiid,YN,SCINT,
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,gracilis,Hymenodora gracilis,DG5C,2021-10-25,CTA,Deep,D31,2,935,1,DG5C_M10_D31_2_935_Hymenodora gracilis,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,0.166181417,158.1880908,0.17,1.39,0.23,0.038122673,36.28897262,,,Crustacea,Yes,,
Arthropoda,Mysida,,Mysida,fam. gen. sp.,Mysida fam. gen. sp.,DG5C,2021-10-25,CTA,Deep,D31,2,936,8,DG5C_M10_D31_2_936_Mysida fam. gen. sp.,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,1.329451335,1265.504726,2.30,1.44,3.31,0.54990689,523.456369,,ETOH,Crustacea,Yes,2,Lost by FedEx
Arthropoda,Amphipoda,Lanceolidae,Lanceolidae,gen.sp.,Lanceolidae gen.sp.,DG5C,2021-10-25,CTA,Deep,D31,2,937,7,DG5C_M10_D31_2_937_Lanceolidae gen.sp.,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,1.163269919,1107.316635,1.25,1.00,1.25,0.207726771,197.7351135,,ETOH,Crustacea,YN,SCINT,
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-25,CTA,Deep,D31,2,939,25,DG5C_M10_D31_2_939_Gigantocypris sp.,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,4.154535423,3954.702269,4.55,1.00,4.55,0.756125447,719.755813,,ETOH,Crustacea,YN,SCINT,Lots of small ones 
Mollusca,Octopoda,Amphitretidae,Bolitaeninae,stet.,Bolitaeninae stet.,DG5C,2021-10-25,CTA,Deep,D31,5,942,1,DG5C_M10_D31_5_942_Bolitaeninae stet.,1502.3,0,1502.3,64154.8,64154.8,6.41548,0.155872982,234.1679812,104.40,1.00,104.40,16.27313934,24447.13724,,ETOH,Cephalopoda,Yes,16,"Pulled out because alive, other octopods still present in bulk sample "
Arthropoda,Isopoda,Cymothooidea,Cymothooidea,gen.sp.,Cymothooidea gen.sp.,DG5C,2021-10-25,CTA,Deep,D31,5,943,1,DG5C_M10_D31_5_943_Cymothooidea gen.sp.,1502.3,0,1502.3,64154.8,64154.8,6.41548,0.155872982,234.1679812,46.75,1.00,46.75,7.287061919,10947.35312,,10% formalin,Crustacea,YN,16,Giant one!! 
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-25,CTA,Deep,D31,5,944,1,DG5C_M10_D31_5_944_Melamphaidae gen. sp.,1502.3,0,1502.3,64154.8,64154.8,6.41548,0.155872982,234.1679812,0.16,1.94,0.31,0.048371265,72.66815071,OMZ,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,laeviceps?,Melamphaes laeviceps?,DG5C,2021-10-25,CTA,Deep,D31,5,944,12,DG5C_M10_D31_5_944_Melamphaes laeviceps?,1502.3,0,1502.3,64154.8,64154.8,6.41548,1.870475787,2810.015774,0.90,1.94,1.75,0.272088363,408.7583478,CD,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-25,CTA,Deep,D31,5,944,14,DG5C_M10_D31_5_944_Scopelogadus bispinosus,1502.3,0,1502.3,64154.8,64154.8,6.41548,2.182221751,3278.351737,7.36,1.94,14.27,2.225078169,3342.734933,Maybe,,Fish,Yes,,
Chordata,Lophiiformes,Ceratiidae,Ceratias,uranoscopus,Ceratias uranoscopus,DG5C,2021-10-25,CTA,Deep,D31,5,945,1,DG5C_M10_D31_5_945_Ceratias uranoscopus,1502.3,0,1502.3,64154.8,64154.8,6.41548,0.155872982,234.1679812,171.53,1.00,171.53,26.73689264,40166.83381,No,,Fish,Yes,,
Chordata,Myctophiformes,Neoscopelidae,Scopelengys,tristis,Scopelengys tristis,DG5C,2021-10-25,CTA,Deep,D31,0,947,2,DG5C_M10_D31_0_947_Scopelengys tristis,0,4150,4150,98835,98835,9.8835,0.202357464,839.7834775,16.96,1.74,29.56,2.991316104,12413.96183,No,,Fish,Yes,,
Chordata,Ophidiiformes,Ophidiidae,Abyssobrotula,galatheae,Abyssobrotula galatheae,DG5C,2021-10-25,CTA,Deep,D31,0,948,1,DG5C_M10_D31_0_948_Abyssobrotula galatheae,0,4150,4150,98835,98835,9.8835,0.101178732,419.8917388,0.16,3.13,0.50,0.050589366,209.9458694,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-25,CTA,Deep,D31,0,949,3,DG5C_M10_D31_0_949_Melamphaidae gen. sp.,0,4150,4150,98835,98835,9.8835,0.303536197,1259.675216,1.07,1.94,2.08,0.209975984,871.400333,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-25,CTA,Deep,D31,0,949,1,DG5C_M10_D31_0_949_Scopeloberyx malayanus,0,4150,4150,98835,98835,9.8835,0.101178732,419.8917388,0.26,1.94,0.50,0.051022202,211.742137,Yes,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,spinifer,Melamphaes spinifer,DG5C,2021-10-25,CTA,Deep,D31,0,949,14,DG5C_M10_D31_0_949_Melamphaes spinifer,0,4150,4150,98835,98835,9.8835,1.416502251,5878.484343,11.76,1.94,22.81,2.30777343,9577.259734,Maybe,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-25,CTA,Deep,D31,0,949,6,DG5C_M10_D31_0_949_Scopelogadus bispinosus,0,4150,4150,98835,98835,9.8835,0.607072393,2519.350433,0.35,1.94,0.68,0.068683733,285.0374921,CD,,Fish,Yes,,
Chordata,Lophiiformes,Melanocetidae,Melanocetus,murrayi,Melanocetus murrayi,DG5C,2021-10-25,CTA,Deep,D31,0,950,1,DG5C_M10_D31_0_950_Melanocetus murrayi,0,4150,4150,98835,98835,9.8835,0.101178732,419.8917388,14.14,1.99,28.14,2.8470629,11815.31103,No,,Fish,Yes,,
Chordata,Lophiiformes,Oneirodidae,Oneirodes,luetkenii,Oneirodes luetkenii,DG5C,2021-10-25,CTA,Deep,D31,0,950,1,DG5C_M10_D31_0_950_Oneirodes luetkenii,0,4150,4150,98835,98835,9.8835,0.101178732,419.8917388,67.89,2.21,150.06,15.18265072,63008.00048,No,,Fish,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,tenuipes,Acanthephyra tenuipes,DG5C,2021-10-26,PRZ,Deep,D32,1,951,3,DG5C_M10_D32_1_951_Acanthephyra tenuipes,4153,3951.6,201.4,43234.6,43234.6,4.32346,0.693888691,139.7491824,70.67,1.39,98.26,22.7271601,4577.250044,,,Crustacea,Yes,,
Chordata,Gadiformes,Bregmacerotidae,Bregmaceros,sp.,Bregmaceros sp.,DG5C,2021-10-26,PRZ,Deep,D32,1,952,1,DG5C_M10_D32_1_952_Bregmaceros sp.,4153,3951.6,201.4,43234.6,43234.6,4.32346,0.23129623,46.58306079,0.35,1.00,0.35,0.080953681,16.30407128,CD,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5C,2021-10-26,PRZ,Deep,D32,1,953,1,DG5C_M10_D32_1_953_Cyclothone acclinidens,4153,3951.6,201.4,43234.6,43234.6,4.32346,0.23129623,46.58306079,0.14,2.18,0.30,0.070531252,14.20499424,No,,Fish,Yes,,
Arthropoda,Amphipoda,Phronimidae,Phronimidae,gen.sp.,Phronimidae gen.sp.,DG5C,2021-10-26,PRZ,Deep,D32,1,955,1,DG5C_M10_D32_1_955_Phronimidae gen.sp.,4153,3951.6,201.4,43234.6,43234.6,4.32346,0.23129623,46.58306079,0.01,1.00,0.01,0.002081666,0.419247547,,ETOH,Crustacea,YN,VIAL,
Arthropoda,Amphipoda,Hyperiidae,Hyperiidae,gen.sp.,Hyperiidae gen.sp.,DG5C,2021-10-26,PRZ,Deep,D32,1,955,1,DG5C_M10_D32_1_955_Hyperiidae gen.sp.,4153,3951.6,201.4,43234.6,43234.6,4.32346,0.23129623,46.58306079,0.03,1.00,0.03,0.007170183,1.444074884,,ETOH,Crustacea,YN,VIAL,
Arthropoda,Amphipoda,Mimonectidae,Mimonectidae,gen.sp.,Mimonectidae gen.sp.,DG5C,2021-10-26,PRZ,Deep,D32,1,955,1,DG5C_M10_D32_1_955_Mimonectidae gen.sp.,4153,3951.6,201.4,43234.6,43234.6,4.32346,0.23129623,46.58306079,0.06,1.00,0.06,0.013877774,2.794983647,,ETOH,Crustacea,YN,VIAL,
Chordata,Stomiiformes,Stomiidae,Idiacanthus,sp.,Idiacanthus sp.,DG5C,2021-10-25,CTA,Deep,D31,2,958,1,DG5C_M10_D31_2_958_Idiacanthus sp.,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,0.166181417,158.1880908,0.07,2.24,0.16,0.026013961,24.76268942,CD,,Fish,Yes,,
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-26,PRZ,Deep,D32,2,959,12,DG5C_M10_D32_2_959_Gigantocypris sp.,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,1.994177003,1898.257089,5.30,1.00,5.30,0.88076151,838.3968811,,ETOH,Crustacea,YN,2,
Arthropoda,Amphipoda,Lanceolidae,Lanceolidae,gen.sp.,Lanceolidae gen.sp.,DG5C,2021-10-26,PRZ,Deep,D32,2,960,8,DG5C_M10_D32_2_960_Lanceolidae gen.sp.,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,1.329451335,1265.504726,2.50,1.00,2.50,0.415453542,395.4702269,,ETOH,Crustacea,YN,2,
Arthropoda,Mysida,Mysidae,Boreomysis,sp.,Boreomysis sp.,DG5C,2021-10-26,PRZ,Deep,D32,2,964,2,DG5C_M10_D32_2_964_Boreomysis sp.,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,0.332362834,316.3761815,0.08,1.66,0.13,0.020924263,19.91780618,,,Crustacea,Yes,,"Not separated from other mysids, only one jar, not sure if all are Boreomysis or only a few; total weight is 0.38, mass entered is 20% of that"
Arthropoda,Euphausiacea,Bentheuphausiidae,Bentheuphausia,amblyops,Bentheuphausia amblyops,DG5C,2021-10-26,PRZ,Deep,D32,2,965,1,DG5C_M10_D32_2_965_Bentheuphausia amblyops,3950.3,2998.4,951.9,60175.2,60175.2,6.01752,0.166181417,158.1880908,0.50,1.00,0.50,0.083090708,79.09404539,,ETOH,Euphausiid,YN,SCINT,
Chordata,Cetomimiformes,Cetomimidae,Cetomimus,sp.,Cetomimus sp.,DG5C,2021-10-26,PRZ,Deep,D32,5,966,1,DG5C_M10_D32_5_966_Cetomimus sp.,1499.8,2.1,1497.7,55854.8,55854.8,5.58548,0.179035642,268.1416816,55.18,2.10,116.08,20.78171555,31124.77538,CD,,Fish,Yes,,
Chordata,Myctophiformes,Neoscopelidae,Scopelengys,tristis,Scopelengys tristis,DG5C,2021-10-26,PRZ,Deep,D32,5,967,2,DG5C_M10_D32_5_967_Scopelengys tristis,1499.8,2.1,1497.7,55854.8,55854.8,5.58548,0.358071285,536.2833633,52.93,1.74,92.27,16.51918514,24740.78359,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-26,PRZ,Deep,D32,5,968,3,DG5C_M10_D32_5_968_Scopeloberyx malayanus,1499.8,2.1,1497.7,55854.8,55854.8,5.58548,0.537106927,804.4250449,1.58,1.94,3.06,0.548647241,821.7089729,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-26,PRZ,Deep,D32,5,968,19,DG5C_M10_D32_5_968_Scopelogadus bispinosus,1499.8,2.1,1497.7,55854.8,55854.8,5.58548,3.401677206,5094.691951,13.40,1.94,25.99,4.653084196,6968.924201,Maybe,,Fish,Yes,,Only found 17 in the jar not 19
Chordata,Myctophiformes,Myctophidae,Lampanyctus,parvicauda,Lampanyctus parvicauda,DG5C,2021-10-25,PRZ,Deep,D32,5,969,1,DG5C_M10_D32_5_969_Lampanyctus parvicauda,1499.8,2.1,1497.7,55854.8,55854.8,5.58548,0.179035642,268.1416816,3.87,1.67,6.46,1.156728308,1732.431987,Yes,ETOH 100,Fish,Yes,,
Chordata,Alepocephaliformes,Alepocephalidae,Bathylaco,nigricans,Bathylaco nigricans,DG5C,2021-10-26,PRZ,Deep,D32,5,970,1,DG5C_M10_D32_5_970_Bathylaco nigricans,1499.8,2.1,1497.7,55854.8,55854.8,5.58548,0.179035642,268.1416816,4.56,1.74,7.92,1.418738318,2124.844379,No,,Fish,Yes,,
Chordata,Lophiiformes,Melanocetidae,Melanocetus,johnsonii,Melanocetus johnsonii,DG5C,2021-10-26,PRZ,Deep,D32,5,971,1,DG5C_M10_D32_5_971_Melanocetus johnsonii,1499.8,2.1,1497.7,55854.8,55854.8,5.58548,0.179035642,268.1416816,2.62,1.99,5.21,0.933467516,1398.054299,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,laeviceps,Melamphaes laeviceps,DG5C,2021-10-26,PRZ,Deep,D32,0,973,1,DG5C_M10_D32_0_973_Melamphaes laeviceps,0,4153,4153,84872.4,84872.4,8.48724,0.117823933,489.3227952,0.24,1.94,0.47,0.054845547,227.7735567,OMZ,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,spinifer,Melamphaes spinifer,DG5C,2021-10-26,PRZ,Deep,D32,0,973,1,DG5C_M10_D32_0_973_Melamphaes spinifer,0,4153,4153,84872.4,84872.4,8.48724,0.117823933,489.3227952,0.12,1.94,0.23,0.027422773,113.8867783,OMZ,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-26,PRZ,Deep,D32,0,973,2,DG5C_M10_D32_0_973_Scopeloberyx malayanus,0,4153,4153,84872.4,84872.4,8.48724,0.235647867,978.6455903,0.65,1.94,1.26,0.148540023,616.886716,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-26,PRZ,Deep,D32,0,973,14,DG5C_M10_D32_0_973_Scopelogadus bispinosus,0,4153,4153,84872.4,84872.4,8.48724,1.649535067,6850.519132,8.97,1.94,17.40,2.049852319,8513.036681,Maybe,,Fish,Yes,,
Arthropoda,Decapoda,Caridea,Caridea,fam. gen. sp.,Caridea fam. gen. sp.,DG5C,2021-10-26,PRZ,Deep,D33,1,975,1,DG5C_M10_D33_1_975_Caridea fam. gen. sp.,4053.4,3849.7,203.7,39220,39220,3.922,0.254971953,51.93778684,56.55,1.39,78.62,20.04630272,4083.431865,,,Crustacea,Yes,,Lost by FedEx
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,tenuipes,Acanthephyra tenuipes,DG5C,2021-10-26,PRZ,Deep,D33,1,975,2,DG5C_M10_D33_1_975_Acanthephyra tenuipes,4053.4,3849.7,203.7,39220,39220,3.922,0.509943906,103.8755737,76.80,1.00,76.80,19.581846,3988.82203,,ETOH,Crustacea,Yes,16,Lost by FedEx
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,sp.,Hymenodora sp.,DG5C,2021-10-26,PRZ,Deep,D33,1,975,1,DG5C_M10_D33_1_975_Hymenodora sp.,4053.4,3849.7,203.7,39220,39220,3.922,0.254971953,51.93778684,0.54,1.39,0.75,0.192490449,39.21030438,,,Crustacea,Yes,,Lost by FedEx
Arthropoda,Mysida,,Mysida,fam. gen. sp.,Mysida fam. gen. sp.,DG5C,2021-10-26,PRZ,Deep,D33,1,976,3,DG5C_M10_D33_1_976_Mysida fam. gen. sp.,4053.4,3849.7,203.7,39220,39220,3.922,0.764915859,155.8133605,1.30,1.44,1.87,0.476886064,97.14169114,,ETOH,Crustacea,Yes,2,Lost by FedEx
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5C,2021-10-26,PRZ,Deep,D33,1,977,1,DG5C_M10_D33_1_977_Cyclothone acclinidens,4053.4,3849.7,203.7,39220,39220,3.922,0.254971953,51.93778684,0.07,2.18,0.15,0.038875452,7.918929656,No,,Fish,Yes,,
Arthropoda,Amphipoda,Mimonectidae,Mimonectidae,gen.sp.,Mimonectidae gen.sp.,DG5C,2021-10-26,PRZ,Deep,D33,1,981,1,DG5C_M10_D33_1_981_Mimonectidae gen.sp.,4053.4,3849.7,203.7,39220,39220,3.922,0.254971953,51.93778684,0.05,1.00,0.05,0.012748598,2.596889342,,ETOH,Crustacea,YN,VIAL,
Arthropoda,Myodocopida,Cypridiinidae,Gigantocypris,sp.,Gigantocypris sp.,DG5C,2021-10-26,PRZ,Deep,D33,2,982,18,DG5C_M10_D33_2_982_Gigantocypris sp.,3849.7,3002.5,847.2,59695,59695,5.9695,3.015327917,2554.585811,2.45,1.00,2.45,0.410419633,347.7075132,,ETOH,Crustacea,YN,2,
Arthropoda,Mysida,Mysidae,Boreomysis,sp.,Boreomysis sp.,DG5C,2021-10-26,PRZ,Deep,D33,2,984,2,DG5C_M10_D33_2_984_Boreomysis sp.,3849.7,3002.5,847.2,59695,59695,5.9695,0.335036435,283.8428679,0.07,1.66,0.12,0.020259981,17.1642557,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sp.,Eucopia sp.,DG5C,2021-10-26,PRZ,Deep,D33,2,984,1,DG5C_M10_D33_2_984_Eucopia sp.,3849.7,3002.5,847.2,59695,59695,5.9695,0.167518218,141.921434,0.11,1.39,0.16,0.026551181,22.49416033,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,gracilis,Hymenodora gracilis,DG5C,2021-10-26,PRZ,Deep,D33,2,985,1,DG5C_M10_D33_2_985_Hymenodora gracilis,3849.7,3002.5,847.2,59695,59695,5.9695,0.167518218,141.921434,0.02,1.39,0.03,0.004658102,3.946343918,,,Crustacea,Yes,,
Arthropoda,Amphipoda,Lanceolidae,Lanceolidae,gen.sp.,Lanceolidae gen.sp.,DG5C,2021-10-26,PRZ,Deep,D33,2,986,5,DG5C_M10_D33_2_986_Lanceolidae gen.sp.,3849.7,3002.5,847.2,59695,59695,5.9695,0.837591088,709.6071698,0.40,1.00,0.40,0.067007287,56.76857358,,ETOH,Crustacea,YN,SCINT,1 exploded
Mollusca,Octopoda,Amphitretidae,Bolitaeninae,stet.,Bolitaeninae stet.,DG5C,2021-10-26,PRZ,Deep,D33,5,987,1,DG5C_M10_D33_5_987_Bolitaeninae stet.,1501.9,8.8,1493.1,73811.6,73811.6,7.38116,0.13548006,202.2852777,58.90,1.00,58.90,7.979775537,11914.60285,,ETOH,Cephalopoda,Yes,16,"Might be more, was living on deck still "
Arthropoda,Amphipoda,Hyperiidae,Hyperiidae,gen.sp.,Hyperiidae gen.sp.,DG5C,2021-10-26,PRZ,Deep,D33,2,989,3,DG5C_M10_D33_2_989_Hyperiidae gen.sp.,3849.7,3002.5,847.2,59695,59695,5.9695,0.502554653,425.7643019,0.15,1.00,0.15,0.025127733,21.28821509,,ETOH,Crustacea,YN,SCINT,
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-26,PRZ,Deep,D33,5,993,2,DG5C_M10_D33_5_993_Melamphaidae gen. sp.,1501.9,8.8,1493.1,73811.6,73811.6,7.38116,0.27096012,404.5705553,2.25,1.94,4.36,0.591227345,882.7615484,Yes,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaes,spinifer,Melamphaes spinifer,DG5C,2021-10-26,PRZ,Deep,D33,5,993,2,DG5C_M10_D33_5_993_Melamphaes spinifer,1501.9,8.8,1493.1,73811.6,73811.6,7.38116,0.27096012,404.5705553,0.80,1.94,1.55,0.210214167,313.8707728,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5C,2021-10-26,PRZ,Deep,D33,5,993,16,DG5C_M10_D33_5_993_Scopeloberyx malayanus,1501.9,8.8,1493.1,73811.6,73811.6,7.38116,2.167680961,3236.564442,11.90,1.94,23.08,3.126935734,4668.827745,Maybe,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-26,PRZ,Deep,D33,5,993,1,DG5C_M10_D33_5_993_Scopelogadus bispinosus,1501.9,8.8,1493.1,73811.6,73811.6,7.38116,0.13548006,202.2852777,0.01,1.94,0.02,0.002627677,3.92338466,CD,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5C,2021-10-26,PRZ,Deep,D33,0,996,5,DG5C_M10_D33_0_996_Melamphaidae gen. sp.,0,4053.4,4053.4,80612.5,80612.5,8.06125,0.620251202,2514.126221,0.27,1.94,0.52,0.064961791,263.3161225,CD,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5C,2021-10-26,PRZ,Deep,D33,0,996,21,DG5C_M10_D33_0_996_Scopelogadus bispinosus,0,4053.4,4053.4,80612.5,80612.5,8.06125,2.605055047,10559.33013,11.44,1.94,22.19,2.752455132,11156.80163,Maybe,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5C,2021-10-27,PRZ,Deep,D34,3,997,1,DG5C_M10_D34_3_997_Cyclothone acclinidens,2998.5,1991.1,1007.4,62761.7,62761.7,6.27617,0.159332842,160.5119046,0.22,2.18,0.48,0.076350694,76.9156889,No,,Fish,Yes,,
